,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,hualmay,-11.0964,-77.6139,64.36,85,16,5.55,PE,1620800696
366,san quintin,30.4833,-115.95,58.6,80,0,5.3,MX,1620800696
367,labuhan,-6.8844,112.2051,87.89,62,55,6.69,ID,1620800697
368,xifeng,42.7372,124.7222,69.96,29,70,17.38,CN,1620800697
369,mar del plata,-38.0023,-57.5575,48.0,93,0,5.75,AR,1620800698
370,chokurdakh,70.6333,147.9167,27.46,82,100,4.7,RU,1620800698
371,edd,13.9297,41.6925,89.78,53,83,6.08,ER,1620800698
372,lagoa da canoa,-9.8297,-36.7378,68.59,97,90,3.38,BR,1620800699
373,shingu,33.7333,135.9833,64.4,88,75,12.66,JP,1620800699
374,najran,17.4924,44.1277,91.4,19,0,4.61,SA,1620800700
375,wenling,28.3669,121.36,77.0,87,92,5.48,CN,1620800700
376,adre,13.4667,22.2,83.66,36,24,13.47,TD,1620800700
377,ubinskoye,55.3068,79.6802,64.09,26,3,8.16,RU,1620800701
378,honningsvag,70.9821,25.9704,39.2,60,75,3.44,NO,1620800701
379,abalak,58.1286,68.5944,59.05,34,100,11.41,RU,1620800702
380,sabzevar,36.2126,57.6819,78.8,19,0,13.8,IR,1620800702
381,mahina,-17.5065,-149.489,80.6,69,75,3.44,PF,1620800703
382,fort nelson,58.8053,-122.7002,51.8,58,75,3.44,CA,1620800704
383,komsomolskiy,40.4272,71.7189,77.0,31,0,9.22,UZ,1620800705
384,kormilovka,55.0026,74.1028,71.6,18,71,13.42,RU,1620800706
385,charkhari,25.4,79.75,103.41,16,41,13.33,IN,1620800706
386,road town,18.4167,-64.6167,79.0,88,93,5.99,VG,1620800707
387,nanyamba,-10.6833,39.8333,73.4,83,20,19.57,TZ,1620800707
388,amboasary,-25.0333,46.3833,75.2,73,20,2.3,MG,1620800708
389,enterprise,36.0252,-115.2419,75.2,14,1,3.44,US,1620800708
390,kokopo,-4.352,152.2633,83.46,68,12,4.94,PG,1620800709
391,sisimiut,66.9395,-53.6735,30.7,95,99,2.62,GL,1620800709
392,marsh harbour,26.5412,-77.0636,77.49,83,33,12.44,BS,1620800710
393,mehran,33.1222,46.1646,82.4,23,21,4.61,IR,1620800710
394,wagar,16.1525,36.2032,90.93,38,82,16.91,SD,1620800710
395,lima,-12.0432,-77.0282,62.6,82,0,5.75,PE,1620800695
396,sao filipe,14.8961,-24.4956,75.87,67,22,8.68,CV,1620800711
397,quelimane,-17.8786,36.8883,71.6,88,75,5.75,MZ,1620800711
398,xiangxiang,27.7333,112.5333,74.1,82,100,3.87,CN,1620800702
399,araouane,18.9048,-3.5265,85.6,14,41,6.69,ML,1620800712
400,vidim,56.4088,103.1106,45.09,34,80,8.34,RU,1620800712
401,sambava,-14.2667,50.1667,79.59,67,76,11.83,MG,1620800713
402,birjand,32.8663,59.2211,73.4,16,0,10.49,IR,1620800713
403,coquimbo,-29.9533,-71.3436,53.6,94,90,2.3,CL,1620800714
404,nordby,55.446,8.3979,51.8,93,90,5.75,DK,1620800714
405,mikkeli,61.6886,27.2723,63.23,59,66,8.39,FI,1620800715
406,chara,56.9064,118.2631,44.31,56,92,10.02,RU,1620800715
407,port-gentil,-0.7193,8.7815,80.6,89,40,4.61,GA,1620800715
408,buala,-8.145,159.5921,82.49,77,70,4.32,SB,1620800716
409,san jose,37.3394,-121.895,63.0,82,1,4.61,US,1620800694
410,ocampo,21.65,-101.5,62.22,69,96,4.5,MX,1620800716
411,roald,62.5833,6.1333,48.2,87,75,2.3,NO,1620800717
412,laguna,38.421,-121.4238,71.01,40,1,6.91,US,1620800457
413,dimitrovgrad,54.2139,49.6184,73.4,40,63,8.95,RU,1620800717
414,ostrovnoy,68.0531,39.5131,42.39,90,100,16.24,RU,1620800718
415,chenghai,23.4632,116.768,95.0,52,20,8.95,CN,1620800718
416,pailon,-17.65,-62.75,62.04,70,100,11.07,BO,1620800719
417,olinda,-8.0089,-34.8553,71.6,94,40,2.3,BR,1620800719
418,bumba,2.1833,22.4667,73.92,86,89,1.9,CD,1620800719
419,dunmore town,25.5,-76.65,78.66,80,3,13.31,BS,1620800720
420,la ronge,55.1001,-105.2842,53.6,50,100,4.61,CA,1620800720
421,waingapu,-9.6567,120.2641,85.06,59,9,14.83,ID,1620800720
422,marystown,47.1666,-55.1483,37.22,90,25,11.43,CA,1620800721
423,lugoba,-6.45,38.3333,74.52,75,45,5.08,TZ,1620800721
424,caravelas,-17.7125,-39.2481,68.31,80,1,3.53,BR,1620800722
425,manay,7.215,126.5397,84.85,71,83,9.78,PH,1620800722
426,nisia floresta,-6.0911,-35.2086,75.2,88,40,8.05,BR,1620800723
427,abu samrah,35.3029,37.1841,72.68,20,18,2.51,SY,1620800723
428,gazli,40.1333,63.45,80.78,21,1,13.06,UZ,1620800723
429,fallon,39.4735,-118.7774,53.6,22,1,4.61,US,1620800661
430,jumla,29.2747,82.1838,64.96,47,61,7.18,NP,1620800724
431,bakel,14.905,-12.4568,88.07,32,92,11.5,SN,1620800724
432,romans-sur-isere,45.0464,5.0562,50.0,87,20,10.36,FR,1620800725
433,rio branco,-9.9747,-67.81,71.6,100,0,3.06,BR,1620800725
434,poum,-20.2333,164.0167,79.05,78,100,14.43,NC,1620800726
435,te anau,-45.4167,167.7167,39.27,79,1,2.17,NZ,1620800726
436,misratah,32.3754,15.0925,67.98,77,7,15.21,LY,1620800726
437,nacozari,25.3366,-108.2574,75.99,79,25,1.99,MX,1620800727
438,belaya gora,68.5333,146.4167,28.63,76,98,4.21,RU,1620800727
439,sibolga,1.7427,98.7792,85.03,76,74,4.07,ID,1620800629
440,rapar,23.5667,70.6333,96.96,29,8,17.76,IN,1620800728
441,moussoro,13.6408,16.4901,89.62,22,30,4.34,TD,1620800728
442,bay city,43.5945,-83.8889,42.8,60,1,5.75,US,1620800729
443,kathu,7.9178,98.3332,87.8,79,20,8.05,TH,1620800729
444,lucea,18.451,-78.1736,78.8,78,20,4.61,JM,1620800729
445,old saybrook,41.2918,-72.3762,50.0,49,1,5.75,US,1620800622
446,tirumullaivasal,11.2333,79.8333,94.98,52,99,12.75,IN,1620800730
447,dubai,25.2582,55.3047,96.8,29,0,1.14,AE,1620800538
448,mayo,38.8876,-76.5119,55.4,38,20,10.36,US,1620800730
449,wielun,51.221,18.5696,66.0,65,7,7.0,PL,1620800731
450,sitka,57.0531,-135.33,46.4,76,90,3.44,US,1620800731
451,porto torres,40.835,8.3972,60.8,67,0,10.36,IT,1620800732
452,buin,-33.7333,-70.75,59.0,50,2,5.75,CL,1620800732
453,rawson,-43.3002,-65.1023,57.18,32,94,7.63,AR,1620800707
454,norrtalje,59.758,18.705,59.0,62,0,11.5,SE,1620800733
455,afua,-0.1567,-50.3867,74.1,96,98,2.15,BR,1620800733
456,tevaitoa,-16.7833,-151.5,81.66,75,61,19.33,PF,1620800734
457,ocos,14.5094,-92.1933,69.01,95,5,5.61,GT,1620800734
458,abha,18.2164,42.5053,77.0,29,0,9.22,SA,1620800734
459,korla,41.7597,86.1469,62.15,50,99,13.11,CN,1620800735
460,hareid,62.3714,6.0263,48.99,80,100,5.01,NO,1620800735
461,tashtyp,52.7939,89.8983,62.01,38,100,7.23,RU,1620800475
462,abu kamal,34.4506,40.9171,85.51,22,99,5.82,SY,1620800736
463,beringovskiy,63.05,179.3167,32.74,97,100,7.96,RU,1620800736
464,trenggalek,-8.05,111.7167,82.83,75,82,7.92,ID,1620800736
465,fuzhou,26.0614,119.3061,84.2,74,75,8.95,CN,1620800737
466,rincon,32.296,-81.2354,71.6,100,90,5.75,US,1620800737
467,pundaguitan,6.3711,126.1689,83.37,72,85,7.67,PH,1620800738
468,aberdeen,57.1437,-2.0981,46.99,100,75,4.61,GB,1620800738
469,waraseoni,21.75,80.0333,99.39,26,3,7.67,IN,1620800738
470,cockburn town,21.4612,-71.1419,78.96,84,21,22.5,TC,1620800739
471,cabra,37.4725,-4.4421,54.0,93,0,1.92,ES,1620800739
472,sokone,13.8833,-16.3667,77.0,73,0,4.61,SN,1620800740
473,lashio,22.9333,97.75,79.34,69,95,2.46,MM,1620800740
474,bilibino,68.0546,166.4372,31.05,78,95,2.15,RU,1620800741
475,nantucket,41.2835,-70.0995,53.6,40,90,17.27,US,1620800741
476,payo,-3.7508,103.6372,92.34,48,69,4.61,ID,1620800741
477,swellendam,-34.0226,20.4417,57.2,82,17,8.05,ZA,1620800742
478,sfantu gheorghe,45.8667,25.7833,61.0,62,0,1.01,RO,1620800742
479,kaoma,-14.7833,24.8,60.6,61,3,7.29,ZM,1620800743
480,muzhi,65.3667,64.6667,49.15,59,81,4.76,RU,1620800743
481,ballina,-28.8667,153.5667,69.8,88,90,4.61,AU,1620800743
482,tateyama,34.9833,139.8667,70.0,77,75,10.36,JP,1620800744
483,bilma,18.6853,12.9164,90.37,10,11,7.29,NE,1620800744
484,longwy,49.5194,5.7688,46.0,91,36,6.49,FR,1620800744
485,zvishavane,-20.3267,30.0665,59.63,66,0,1.54,ZW,1620800468
486,xining,36.6167,101.7667,70.0,41,1,7.76,CN,1620800745
487,gabu,12.2833,-14.2167,78.1,68,99,5.79,GW,1620800745
488,skjervoy,70.0311,20.9714,39.2,75,20,19.57,NO,1620800746
489,dzaoudzi,-12.7887,45.2699,82.4,69,0,12.66,YT,1620800746
490,aquidauana,-20.4711,-55.7872,66.27,85,65,4.92,BR,1620800488
491,meulaboh,4.1363,96.1285,84.36,71,95,1.92,ID,1620800747
492,waitati,-45.75,170.5667,45.0,61,43,3.18,NZ,1620800747
493,dunedin,-45.8742,170.5036,45.0,61,31,4.21,NZ,1620800748
494,thap than,15.4606,99.8917,99.0,45,26,4.0,TH,1620800465
495,jaciara,-15.9653,-54.9683,66.78,65,17,2.04,BR,1620800748
496,luang prabang,19.8856,102.1347,89.6,48,20,2.3,LA,1620800749
497,wahpeton,46.2652,-96.6059,46.4,36,90,5.75,US,1620800749
498,alnashi,56.1874,52.4792,72.09,47,8,5.77,RU,1620800749
499,buraydah,26.326,43.975,91.4,27,0,6.91,SA,1620800541
500,athens,37.9795,23.7162,73.0,28,0,0.76,GR,1620800539
501,itanhem,-17.1664,-40.33,60.17,90,0,3.6,BR,1620800750
502,zlobin,45.2924,14.6541,59.0,82,90,6.91,HR,1620800751
503,udachnyy,66.4167,112.4,33.01,69,15,6.15,RU,1620800751
504,luchegorsk,46.4764,134.2569,57.4,63,100,11.77,RU,1620800752
505,mumford,5.2618,-0.759,78.96,82,1,8.37,GH,1620800752
506,manubul,5.4732,120.7986,84.34,74,83,8.81,PH,1620800753
507,roma,43.2128,-75.4557,42.8,75,90,16.11,US,1620800753
508,illapel,-31.6308,-71.1653,62.04,41,10,2.53,CL,1620800754
509,linhares,-19.3911,-40.0722,61.7,83,2,3.85,BR,1620800754
510,san policarpo,12.1791,125.5072,83.05,81,62,8.55,PH,1620800754
511,sussex,41.1834,-74.6663,46.4,49,1,6.91,US,1620800755
512,guarapari,-20.6667,-40.4975,69.01,100,0,2.3,BR,1620800664
513,pula,44.8683,13.8481,57.2,94,20,2.3,HR,1620800755
514,pauini,-7.7136,-66.9764,71.38,98,97,1.34,BR,1620800756
515,san rafael del sur,11.8485,-86.4384,78.8,78,40,6.91,NI,1620800756
516,pitelino,54.5777,41.8145,56.01,83,93,6.06,RU,1620800757
517,tazmalt,36.3868,4.3989,56.1,45,0,1.07,DZ,1620800757
518,concepcion,-36.827,-73.0498,44.6,100,0,3.44,CL,1620800500
519,beloha,-25.1667,45.05,71.67,68,0,7.65,MG,1620800757
520,teeli,51.0333,90.2333,50.61,59,100,4.0,RU,1620800475
521,erzin,36.9559,36.2,72.0,77,5,3.62,TR,1620800758
522,portland,45.5234,-122.6762,61.0,57,100,1.01,US,1620800580
523,pinar del rio,22.4175,-83.6981,74.5,84,6,2.84,CU,1620800759
524,belmonte,-15.8631,-38.8828,66.2,94,75,3.44,BR,1620800759
525,mezen,65.8522,44.24,60.82,71,99,10.22,RU,1620800760
526,adeje,28.1227,-16.726,66.0,63,20,11.5,ES,1620800760
527,port augusta,-32.5,137.7667,62.01,55,0,10.36,AU,1620800760
528,marzuq,14.4,46.4667,84.02,25,95,2.37,YE,1620800761
529,grindavik,63.8424,-22.4338,35.6,87,75,4.61,IS,1620800761
530,muroto,33.2833,134.15,62.6,94,75,4.61,JP,1620800762
531,leh,34.1667,77.5833,49.01,46,80,6.22,IN,1620800762
532,riachao das neves,-11.7461,-44.91,64.56,67,67,1.59,BR,1620800763
533,uarini,-2.99,-65.1083,72.37,99,100,1.77,BR,1620800763
534,laon,49.5667,3.6667,48.2,87,0,2.3,FR,1620800763
535,ancud,-41.8697,-73.8203,50.0,100,75,11.5,CL,1620800764
536,presidencia roque saenz pena,-26.7852,-60.4388,50.0,83,3,1.99,AR,1620800764
537,kursavka,44.4564,42.5093,55.4,54,43,4.47,RU,1620800473
538,dingle,10.9995,122.6711,89.89,57,79,12.35,PH,1620800765
539,tautira,-17.7333,-149.15,80.6,69,75,3.44,PF,1620800765
540,zarubino,42.63,131.0922,48.51,87,97,8.46,RU,1620800766
541,pakxan,18.3778,103.6601,102.0,43,23,6.38,LA,1620800766
542,konevo,62.1215,39.3192,65.73,55,50,7.11,RU,1620800766
543,togur,58.3631,82.8265,61.34,33,17,5.1,RU,1620800767
544,brainerd,46.358,-94.2008,37.99,65,1,5.14,US,1620800767
545,senanga,-16.1167,23.2667,59.65,47,0,7.02,ZM,1620800768
546,jackson,42.4165,-122.8345,64.4,29,1,1.43,US,1620800663
547,atasu,48.6814,71.6433,61.9,32,2,12.75,KZ,1620800768
548,beitbridge,-22.2167,30.0,66.54,53,0,2.77,ZW,1620800769
549,mezhdurechenskiy,59.6,65.9333,59.2,44,98,6.13,RU,1620800769
550,kruisfontein,-34.0033,24.7314,55.0,96,5,1.01,ZA,1620800769
551,santa fe,-31.6333,-60.7,48.99,84,0,0.47,AR,1620800742
552,kousseri,12.0769,15.0306,86.0,48,4,4.61,CM,1620800770
553,lasa,46.6166,10.7002,53.6,93,40,6.91,IT,1620800770
554,praxedis guerrero,31.3667,-106.0167,69.01,45,1,11.5,MX,1620800771
555,fecamp,49.7579,0.3746,48.2,87,0,8.05,FR,1620800771
556,urumqi,43.801,87.6005,73.4,31,0,4.47,CN,1620800772
557,sukhovolya,49.8243,23.8377,66.2,39,0,11.18,UA,1620800772
558,zelenoborskiy,66.845,32.3622,46.99,100,100,1.45,RU,1620800772
559,coahuayana,18.7333,-103.6833,77.27,86,100,1.77,MX,1620800773
560,wattegama,6.7989,81.4808,87.8,74,75,6.91,LK,1620800773
561,opuwo,-18.0607,13.84,59.58,33,0,7.23,NA,1620800774
562,bhatkal,13.9667,74.5667,87.93,67,100,6.85,IN,1620800774
563,hovd,48.0056,91.6419,59.04,27,36,10.18,MN,1620800774
564,north platte,41.1239,-100.7654,42.01,75,1,5.75,US,1620800775
565,zyryanskoye,56.8306,86.6258,67.42,36,74,2.62,RU,1620800775
566,oriximina,-1.7656,-55.8661,74.28,94,99,3.56,BR,1620800652
567,azambuja,39.0703,-8.8682,59.0,3,86,10.85,PT,1620800776
568,chardara,41.2547,67.9692,76.77,35,0,6.46,KZ,1620800776
569,vanderhoof,54.0166,-124.0198,49.37,62,100,3.49,CA,1620800776
570,uglovka,58.2392,33.5108,62.94,61,0,5.57,RU,1620800777
571,chifeng,42.2683,118.9636,73.24,9,79,5.99,CN,1620800777
572,shenjiamen,29.9576,122.298,69.06,90,75,6.89,CN,1620800778
573,masvingo,-20.0637,30.8277,60.75,65,0,3.49,ZW,1620800779
574,broome,42.2506,-75.833,39.99,75,1,9.22,US,1620800779
575,suntar,62.1444,117.6319,46.96,40,98,6.85,RU,1620800780
576,jalu,29.0331,21.5482,79.81,13,1,8.95,LY,1620800780
577,paracuru,-3.41,-39.0306,75.0,85,48,8.39,BR,1620800781
578,baykit,61.67,96.37,50.94,48,7,0.54,RU,1620800781
579,tsabong,-26.0217,22.401,62.8,34,0,6.42,BW,1620800782
580,omsukchan,62.5333,155.8,30.92,79,99,6.26,RU,1620800782
581,tura,25.5198,90.2201,84.69,52,32,2.91,IN,1620800782
582,lensk,60.7253,114.9278,41.7,61,100,6.22,RU,1620800783
583,baruta,10.434,-66.8766,77.0,88,40,3.44,VE,1620800783
584,aswan,24.0934,32.907,85.3,15,0,7.9,EG,1620800665
585,elat,29.5581,34.9482,80.6,36,0,16.11,IL,1620800784
